slice,B_Area4
34,0.000123
34,0.000062
34,0.000123
34,0.000431
34,0.000062
34,0.000062
34,0.07216
34,0.006213
34,0.000062
34,0.000062
34,0.002215
34,0.000308
34,0.000185
34,0.000062
34,0.000185
34,0.009904
35,0.1375
35,0.0681
35,0.000062
35,0.000062
35,0.000062
35,0.003937
35,0.000123
35,0.000431
35,0.000062
35,0.003445
35,0.01802
35,0.03906
35,0.1545
35,0.000492
35,0.000062
35,0.000308
35,0.000062
35,0.02688
35,0.000185
35,0.000062
35,0.000062
35,0.000246
35,0.000246
35,0.04737
35,0.002891
35,0.000246
35,0.0406
35,0.05844
35,0.000185
35,0.04933
35,0.02836
35,0.002092
35,2.111
35,0.000062
35,0.002399
35,0.000062
35,0.001907
35,0.000062
35,0.000062
35,0.001169
35,0.002338
35,0.000492
35,0.001415
35,0.001661
35,0.000062
35,0.000123
35,0.000062
35,0.000185
35,0.000062
35,0.000123
35,0.000062
35,0.06527
35,0.000123
35,0.000062
35,0.000492
35,0.000062
35,0.01224
36,0.1457
36,0.000062
36,0.07714
36,0.000185
36,0.000062
36,0.00326
36,0.000062
36,0.000123
36,0.000738
36,0.1778
36,0.000062
36,0.003814
36,0.009965
36,0.000185
36,0.000185
36,0.0454
36,0.000062
36,0.000062
36,0.000062
36,0.000062
36,0.000062
36,0.04884
36,0.000246
36,0.04589
36,0.001968
36,0.000062
36,0.06877
36,0.000492
36,0.07862
36,0.01427
36,0.002215
36,0.008366
36,1.96
36,0.000185
36,0.01304
36,0.000308
36,0.000062
36,0.000062
36,0.07751
36,0.001292
36,0.000062
36,0.000062
36,0.000123
36,0.000123
36,0.000123
36,0.000123
36,0.000677
36,0.000062
36,0.000062
36,0.000062
36,0.000246
